"start","end","text","speaker"
"1775700","1787280"," These include claims like the Quran is uncreated, that one's recitation of the Quran is uncreated, that Allah literally created Adam with two hands, or that Allah has a literal shin he'll uncover on the day of judgment.","Daniel Haqiqatjou"
"1787700","1791340"," The sahaba avoided these questions because they don't matter for salvation.","Daniel Haqiqatjou"
"1791340","1796080"," Following them, the early ahlul hadith also refused to speak on these matters.","Daniel Haqiqatjou"
"1796480","1800360"," Furthermore, they considered excessive discussion of these topics as a bid'ah.","Daniel Haqiqatjou"
"1800920","1805540"," For example, it's reported that Imam Malik was asked about the saying of Allah, the most merciful rose above the throne.","Daniel Haqiqatjou"
"1805880","1807560"," Someone asked, how is his rising?","Daniel Haqiqatjou"
"1808300","1814620"," Malik said, the rising is acknowledged, its modality is unknown, and asking about it is an innovation.","Daniel Haqiqatjou"
"1815240","1818440"," I see that you are a man who intended evil with this question.","Daniel Haqiqatjou"
"1818440","1825700"," During the mihna, the government attempted to impose the mu'tazili view of Allah's attributes on Muslims.","Daniel Haqiqatjou"
"1826240","1832600"," So the ahlul hadith spoke on the attributes to counter this, because there was a need to do so.","Daniel Haqiqatjou"
"1833040","1844860"," It's reported that Ibn Hanbal said, we used to believe that it was best to remain silent on this matter of the Quran's createdness, before these people, the jahmiya, engaged in it.","Daniel Haqiqatjou"
"1844980","1850500"," But when they openly proclaimed it, we found no alternative but to oppose them and refute their claims.","Daniel Haqiqatjou"
"1851140","1861180"," Unlike the early ahlul hadith, contemporary wahhabis insist Muslims must fixate on these secondary aqidah issues, especially Allah's attributes, even when there's no need.","Daniel Haqiqatjou"
"1861760","1872440"," They demand endless discussion despite the fact that no government is imposing views on Allah's attributes, and despite the fact that the Muslim community honestly doesn't care about these debates.","Daniel Haqiqatjou"
"1873140","1874600"," Look at our reality today.","Daniel Haqiqatjou"
"1874600","1880340"," Today's governments impose liberalism, secularism, atheism, feminism, and related ideologies.","Daniel Haqiqatjou"
"1880760","1892800"," If Ahmad Ibn Hanbal and the early ahlul hadith were alive today, they wouldn't be obsessing over speculative debates about the sifat, they'd be confronting the ideologies actively damaging Muslim belief and practice.","Daniel Haqiqatjou"
"1893420","1903480"," Wahhabis argue the opposite, because the early ahlul hadith once upon a time debated Allah's attributes, that must mean that the attributes must matter more than modern ideologies.","Daniel Haqiqatjou"
"1903480","1913740"," On that logic, Muslims should spend their time refuting long-dead Mu'tazili beliefs instead of resisting the forces that are terrorizing Islam today.","Daniel Haqiqatjou"
"1914260","1916320"," This isn't accidental, by the way.","Daniel Haqiqatjou"
"1916640","1928380"," Liberal secular dictators encourage wahhabis to adopt this strategy because they prefer Muslims wasting all their time debating archaic Mu'tazili views rather than challenge liberalization and secularization.","Daniel Haqiqatjou"
"1928380","1939880"," So the problem with wahhabism isn't just the bid'ah of obsessing over secondary aqidah, it's that in practice they've become de facto agents of liberal secular governments, government policies, and Muslim societies.","Daniel Haqiqatjou"
"1940520","1943640"," Fourth error involving the masses and secondary aqidah matters.","Daniel Haqiqatjou"
"1944020","1951180"," The classical ulama agreed the masses must be taught the fundamentals of aqidah, but not secondary issues, especially debates over Allah's attributes.","Daniel Haqiqatjou"
"1951420","1953060"," They rejected this for two reasons.","Daniel Haqiqatjou"
"1953320","1958920"," These issues aren't necessary for salvation, and ordinary people lack the knowledge to handle these topics without falling into major errors.","Daniel Haqiqatjou"
"1959360","1963860"," For example, the Ahl al-Hadith compiled hadith of varying authenticity like the following.","Daniel Haqiqatjou"
"1964540","1967840"," When Allah sits on the throne, it squeaks like a leather saddle.","Daniel Haqiqatjou"
"1968620","1972360"," Allah is seen in the form of a beardless youth with curly hair.","Daniel Haqiqatjou"
"1973540","1977620"," Allah created angels from the light or the hair of his arms and chest.","Daniel Haqiqatjou"
"1978640","1987600"," Evaluating these reports requires expert hadith criticism, deep mastery of Arabic rhetoric and metaphor, skills the general public simply doesn't have.","Daniel Haqiqatjou"
"1987880","1995380"," Without that knowledge, a person can commit outright blasphemy by affirming a weak report literally and saying Allah is a beardless youth with curly hair.","Daniel Haqiqatjou"
"1995800","2002340"," To prevent this harm, the early Ahl al-Hadith kept these discussions away from the masses, and other Sunni scholars agreed.","Daniel Haqiqatjou"
"2003040","2012240"," Ghazali made this explicit in his work, restraining the common people from the science of dialectical theology, calling for restraining the masses from speculative theology.","Daniel Haqiqatjou"
"2012660","2014040"," Ibn Taymiyyah held the same position.","Daniel Haqiqatjou"
"2014440","2018780"," When accused of spreading discussions of divine attributes among common people, he denied it outright.","Daniel Haqiqatjou"
"2019300","2020620"," This is mentioned by Ibn Taymiyyah.","Daniel Haqiqatjou"
"2020900","2032040"," As for the statement of the one who says one should not address the hadiths of the divine attributes and their verses in front of the common people, I have never initiated a discussion with any lay person about any of that at all.","Daniel Haqiqatjou"
"2032680","2046320"," Contrast this with the Wahhabis like Jake, who claimed that all Muslims must speak and preach on secondary aqidah matters like Allah's attributes, and if you don't do this, they're going to make a tier list rating you as an F-tier deviant, call you a grifter who only cares about money, and initiate a boycott against you.","Daniel Haqiqatjou"
"2046880","2050500"," Fifth error, refusing to acknowledge context in determining the limits of orthodoxy.","Daniel Haqiqatjou"
"2050739","2053800"," Ibn Taymiyyah emphasizes context in judging orthodoxy.","Daniel Haqiqatjou"
"2054480","2060639"," He argues that in eras of high knowledge, like the time of the Salaf, there's little excuse for holding views amounting to bid'ah or kufr.","Daniel Haqiqatjou"
"2060960","2064239"," Errors are judged harshly, but knowledge declines over time.","Daniel Haqiqatjou"
"2064500","2070659"," Later scholars facing less informed communities have more excuses for their errors, and their ijtihad is judged more leniently.","Daniel Haqiqatjou"
"2070940","2076760"," Views that would once have branded someone a kafir or deviant, no longer carry the same weight.","Daniel Haqiqatjou"
"2077080","2085199"," That's why Ibn Taymiyyah is so forgiving and respectful of later scholars, including Ash'aris, even when they hold positions that were considered kufr in the time of the jahmiyyah.","Daniel Haqiqatjou"
"2085800","2095520"," In one quote, Ibn Taymiyyah explains this clearly, the Salaf takfir jahmiyyah with little restraint because the general Muslim population was highly knowledgeable, but later generations shouldn't be as harshly judged.","Daniel Haqiqatjou"
"2095520","2103600"," Ibn Taymiyyah says, when time grew long, what had been apparent to them, meaning the earliest Muslims, became hidden to many people.","Daniel Haqiqatjou"
"2103700","2109300"," Yet even so, they, meaning the scholars from the later generations, were mujtahids, who were excused.","Daniel Haqiqatjou"
"2109780","2112780"," Allah forgave their errors and rewards them for their ijtihad.","Daniel Haqiqatjou"
"2112960","2120220"," And it may be that in terms of good deeds, a doer among them has the reward of 50 men who performed it in that earlier time.","Daniel Haqiqatjou"
"2120420","2126740"," For they, the early Muslims, used to find those who would help them, whereas these later ones have not found anyone to help them.","Daniel Haqiqatjou"
"2126920","2133740"," For Ibn Taymiyyah, context isn't just about how much knowledge exists in a society, it's also about what competing Muslim groups are actually present.","Daniel Haqiqatjou"
"2133900","2136760"," Orthodoxy is judged relationally, not in a vacuum.","Daniel Haqiqatjou"
"2137140","2150520"," In a society made up entirely of Ahl al-Hadith, Ash'aris, and Ma'turidis, may count as deviants, but in a society where the alternatives are 12 rashis or mu'tazilis, those same Ash'aris and Ma'turidis fall squarely within Ahl al-Sunnah.","Daniel Haqiqatjou"
"2150520","2153400"," This is what Ibn Taymiyyah says explicitly in one quote.","Daniel Haqiqatjou"
"2153740","2158820"," So if we actually apply Ibn Taymiyyah's framework, should Ash'aris and Ma'turidis count as Ahl al-Sunnah in the modern world?","Daniel Haqiqatjou"
"2158980","2160380"," The answer is clearly yes.","Daniel Haqiqatjou"
"2160940","2163580"," Today, basic Islamic knowledge is at historic lows.","Daniel Haqiqatjou"
"2163940","2171040"," Muslim societies are saturated with liberalized and secularized currents whose deviations are far more severe than those of the Twelvers or the Mu'tazila.","Daniel Haqiqatjou"
